longitude,latitude,B2,B3,B4,B8,B11,B12,NDVI,EVI,SAVI,NBR,ETH_CanopyHeight,Elevation,Slope,Aspect,Class
111.69584869095821,-8.054429584708247,2314.0,3008.0,3144.0,3633.0,3456.0,2876.0,0.07215582,0.23770173050748591,0.10822574695684249,0.11630051,19,119,2,159,Estate_Crop
111.69683683777075,-8.053980427066188,1106.0,1126.0,1018.0,3733.0,2938.0,1866.0,0.57145864,4.387524240465417,0.8570977586025466,0.3334524,23,144,17,247,Estate_Crop
111.69683683777075,-8.053800764009363,1070.0,1108.0,883.0,3576.0,2917.0,1880.0,0.6039471,7.920588235294118,0.9058190380087453,0.31085044,23,147,18,250,Estate_Crop
111.69638768012868,-8.053531269424129,1180.0,1134.0,1026.0,2896.0,2706.0,1868.0,0.47679755,23.029556650246302,0.7151051625239006,0.21578506,21,134,17,249,Estate_Crop
111.69620801707185,-8.053531269424129,1194.0,1122.0,1013.0,3067.0,2706.0,1790.0,0.5034314,26.8848167539267,0.7550545276314178,0.2629195,21,129,14,250,Estate_Crop
111.69620801707185,-8.053710932480952,1204.0,1252.0,1544.0,2371.0,4030.0,3465.0,0.21123883,0.7933614735226401,0.31681777550759804,-0.18745716,22,127,13,245,Estate_Crop
111.6964775116571,-8.053710932480952,1064.0,1024.0,972.0,2750.0,2809.0,1901.0,0.47770017,7.371475953565506,0.71645399597045,0.18254139,23,135,18,249,Estate_Crop
111.6965673431855,-8.053980427066188,1048.0,1176.0,1082.0,3387.0,3100.0,2107.0,0.5157753,2.8527227722772275,0.7735764626915762,0.23298143,21,135,18,253,Estate_Crop
111.69701650082757,-8.053890595537776,1170.0,1152.0,1023.0,3357.0,3119.0,1929.0,0.53287673,8.092926490984743,0.7992238328957881,0.27014756,23,151,17,244,Estate_Crop
111.69692666929916,-8.053531269424129,990.0,1150.0,977.0,3334.0,3018.0,1916.0,0.5467409,3.3253386004514676,0.8200162356488461,0.27009523,21,153,16,253,Estate_Crop
111.69674700624233,-8.05362110095254,980.0,1136.0,990.0,3119.0,3034.0,1925.0,0.51813096,3.1125730994152043,0.7771018372064729,0.2367169,21,146,18,252,Estate_Crop
111.69674700624233,-8.054609247765072,1009.0,1086.0,1156.0,3673.0,3103.0,1952.0,0.5212259,2.0682004930156124,0.7817579459571384,0.30595556,20,132,14,234,Estate_Crop
111.70267588711752,-8.050656660514946,1736.0,1742.0,1444.0,2886.0,2568.0,1808.0,0.3330254,-2.454050374404357,0.49948042951160376,0.22965488,20,134,7,63,Estate_Crop
111.69234526135014,-8.047422725492115,897.0,939.0,1196.0,2658.0,2940.0,1908.0,0.37934613,1.176186645213194,0.56894538850694,0.16425756,23,182,17,326,Estate_Crop
111.69207576676492,-8.047422725492115,860.0,1074.0,1188.0,2680.0,3078.0,2017.0,0.38572904,1.1104495385531408,0.5785188057386583,0.14115393,22,177,19,326,Estate_Crop
111.69234526135014,-8.04760238854894,775.0,960.0,1212.0,2437.0,2843.0,1963.0,0.3357084,0.7857601026298909,0.5034936292642828,0.107727274,24,187,13,286,Estate_Crop
111.69207576676492,-8.04760238854894,790.0,980.0,1118.0,2528.0,2881.0,1939.0,0.3867252,1.0643115942028984,0.5800082270670506,0.13185583,23,183,15,325,Estate_Crop
111.69216559829331,-8.047961714662588,885.0,1112.0,1284.0,2493.0,2665.0,1805.0,0.3200953,0.8488976267378178,0.48007941760423556,0.16007446,23,189,8,236,Estate_Crop
111.6919859352365,-8.048051546191,860.0,1042.0,1228.0,2718.0,2710.0,1959.0,0.37759757,1.0241957657409952,0.5663245914101103,0.16228351,22,187,8,196,Estate_Crop
111.6919859352365,-8.048231209247822,898.0,1088.0,1260.0,2806.0,2776.0,1984.0,0.38022625,1.0641519823788546,0.5702692733308743,0.17160751,24,184,12,178,Estate_Crop
